0,0.039439,0.015876,1.631345,-0.110786,-0.087799,0.687299,0.472346,0.365012,0.939922,10.638365,-31.551565
1,0.901228,-0.492845,-0.177595,-0.757552,0.520214,-0.939076,-1.678237,-1.426181,0.139737,5.097516,-15.792999
2,-1.23798,0.541435,-1.091976,0.609682,-1.36382,1.849518,0.388511,1.445665,-1.051092,18.755266,-28.249602
3,0.73898,-0.501454,1.453546,-0.070469,0.216041,-1.28558,0.665701,-0.351593,1.400179,7.149172,-29.641492
4,0.323519,0.111222,2.469904,-0.455168,0.186377,-0.485427,0.907069,-0.642267,0.947423,9.939769,-29.512666
5,1.46639,-0.975678,-0.354129,-1.311895,1.626361,-1.730259,-0.698485,-1.903694,0.380546,5.079893,-17.064442
6,-1.33439,1.404985,-0.944471,0.649458,-0.779504,2.301792,-0.665439,1.51988,-1.442032,20.978024,-27.50894
7,1.370905,-0.662555,0.62799,-0.531006,1.453308,-0.470659,-0.182867,-0.442509,1.946012,5.896702,-26.257495
8,1.781395,-0.699674,-0.319716,-1.028198,0.50033,-1.771814,-0.38335,-2.107315,0.461018,5.17181,-16.68554
9,0.618785,-0.844531,1.795174,0.225152,0.45918,-0.335429,1.449421,0.185022,0.006844,9.765298,-29.770952
10,0.139121,-0.405631,1.49405,-0.911948,0.973272,-0.530241,0.594796,-0.449182,1.355513,3.74247,-27.818055
11,-1.24481,1.0224,-1.806478,0.603193,-0.934915,2.223953,-0.374385,0.562755,-1.470752,20.351466,-27.793091
12,0.098347,0.466929,2.029597,-0.543314,0.25896,0.125893,1.326135,0.691466,0.370456,9.534643,-29.353122
13,-1.23795,0.610487,-0.952409,0.68858,-1.268381,1.865417,-0.137818,1.397997,-1.185687,19.958825,-27.817367
14,-0.563853,1.018729,-0.614409,1.045866,-1.521145,1.493825,0.441664,1.596894,-1.522201,17.921104,-28.4908
15,-0.072082,0.483887,1.242926,-0.036339,-0.243282,1.363467,1.721679,1.546826,-0.738328,11.880963,-30.923125
16,1.024846,-0.572939,0.131976,-0.466959,1.719671,-0.415618,0.352557,-1.285821,1.31481,5.008068,-24.981188
17,-0.139873,-0.257998,1.547015,0.202661,0.191835,0.416624,0.13376,0.546924,0.310786,10.716728,-30.432423
18,-0.11497,-0.915701,2.121198,-0.361166,0.785883,-0.660806,-0.242555,-1.605995,0.89179,6.338017,-26.932175
19,0.846556,-0.389926,1.135589,-0.248604,0.920266,-0.48081,0.439254,-1.065978,1.241772,6.252383,-26.817605
20,1.368561,-1.034509,-0.357292,-1.560197,1.150782,-1.618228,-0.876272,-0.804217,0.090705,5.25307,-16.317713
21,-0.924825,1.287811,-0.223767,0.868785,-0.998909,0.695459,1.847958,0.869799,-0.450128,15.75035,-29.270819
22,0.572532,0.015093,1.819621,0.358967,0.520225,0.38926,1.032552,1.208699,0.617724,11.297024,-30.846704
23,-0.169824,0.590811,1.55641,-0.092572,-0.831269,0.091728,1.832322,0.755403,-1.360338,13.219043,-30.22016
24,-2.019938,1.294048,-1.301339,1.497615,-1.531144,0.369224,-0.063214,0.620501,-1.265218,24.25686,-26.216455
25,0.048762,0.220539,0.794181,0.73062,0.433332,0.650792,1.387679,0.578017,0.433447,12.580566,-30.645185
26,0.204359,0.137685,0.904365,-0.155277,0.268958,-0.995993,1.2868,0.407959,1.179043,9.840887,-31.708404
27,-0.856593,1.123087,-0.702512,0.096326,-0.913848,0.830333,0.747625,1.239267,-1.352531,15.0954,-31.958967
28,-1.277658,1.214054,-1.378797,1.315905,-0.957976,0.525027,0.424898,0.444895,-0.918918,24.35056,-26.183687
29,-0.881505,0.578829,-1.02904,0.674631,-0.956794,1.62489,-0.059173,1.647712,-1.253371,20.108113,-27.875022
30,-1.422493,1.677964,-1.472079,0.511047,-0.9711,1.943303,-0.019655,1.38917,-0.781966,21.30838,-27.368429
31,0.042668,-0.887683,0.206165,-1.322635,0.684146,-0.91135,-0.765357,-0.677421,0.962918,3.530171,-24.403473
32,1.492416,-1.123924,-0.253824,-0.946256,0.664049,-1.180932,-1.197635,-2.128692,0.633628,5.106595,-15.288444
33,-0.707417,0.962453,-0.614189,1.156942,-1.310265,1.740841,-0.13391,0.462138,-0.871935,22.117971,-27.063079
34,-0.047642,0.575924,-0.458299,0.541229,-0.553175,1.117037,1.76576,0.782722,-0.741898,15.285539,-31.695344
35,0.493964,-0.428976,2.199549,0.491186,0.628653,-0.644695,1.005199,-0.633808,0.453098,7.515603,-29.876364
36,0.328337,-0.186421,0.808532,-0.122383,0.315976,0.207506,1.339967,0.454802,0.151901,11.240651,-30.781601
37,-0.160732,0.868667,0.697252,0.415138,-0.33626,0.392672,1.28712,1.35948,0.046961,12.244988,-30.679561
38,0.905692,-1.092319,-0.955514,-0.728677,1.398642,-1.324616,-0.313146,-0.946118,0.048843,4.386988,-20.380946
